#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature
157,I Think He Knows,Taylor Swift,80,100,pop,Pop,Lover,23/08/2019,02:53,90,37,1,0,42,0,0,-8,C Major,4
158,Miss Americana & The Heartbreak Prince,Taylor Swift,85,150,pop,Pop,Lover,23/08/2019,03:54,66,75,3,1,49,0,10,-7,B Minor,4
159,Paper Rings,Taylor Swift,87,104,pop,Pop,Lover,23/08/2019,03:42,81,72,1,0,87,0,0,-7,A Major,4
160,Cornelia Street,Taylor Swift,82,102,pop,Pop,Lover,23/08/2019,04:47,82,62,78,0,25,0,10,-10,C Major,4
161,Death By A Thousand Cuts,Taylor Swift,81,94,pop,Pop,Lover,23/08/2019,03:18,71,73,45,0,31,0,30,-7,E Major,4
162,London Boy,Taylor Swift,82,158,pop,Pop,Lover,23/08/2019,03:10,70,71,2,0,56,0,10,-7,Câ™¯/Dâ™­ Major,4
163,Soon Youâ€™ll Get Better (feat. The Chicks),"Taylor Swift,The Chicks",74,207,"pop, contemporary country, country, country dawn","Country, Pop",Lover,23/08/2019,03:21,43,18,91,0,42,0,10,-13,C Major,4
164,False God,Taylor Swift,79,80,pop,Pop,Lover,23/08/2019,03:20,74,32,74,0,35,20,10,-11,B Minor,4
165,You Need To Calm Down,Taylor Swift,84,85,pop,Pop,Lover,23/08/2019,02:51,77,67,1,0,71,0,0,-6,D Major,4
166,Afterglow,Taylor Swift,83,111,pop,Pop,Lover,23/08/2019,03:43,76,45,13,0,40,0,10,-9,A Major,4
167,ME! (feat. Brendon Urie of Panic! At The Disco),"Taylor Swift,Brendon Urie,Panic! At The Disco",81,182,pop,Pop,Lover,23/08/2019,03:13,61,83,3,0,73,0,10,-4,C Major,4
168,Itâ€™s Nice To Have A Friend,Taylor Swift,74,70,pop,Pop,Lover,23/08/2019,02:30,74,18,97,0,55,0,10,-10,A#/Bâ™­ Major,4
169,Daylight,Taylor Swift,85,150,pop,Pop,Lover,23/08/2019,04:53,56,50,81,0,27,0,0,-10,C Major,4
170,All Of The Girls You Loved Before,Taylor Swift,87,96,pop,Pop,All Of The Girls You Loved Before,23/08/2019,03:41,72,47,71,0,40,0,10,-10,D Major,3
171,You Need To Calm Down - Clean Bandit Remix,"Taylor Swift,Clean Bandit",54,95,"pop, uk dance, uk funky","Pop, Electronic",You Need To Calm Down (Clean Bandit Remix),20/08/2019,02:32,73,88,7,0,74,0,0,-4,D Major,4
172,Lover (Remix) [feat. Shawn Mendes],"Taylor Swift,Shawn Mendes",71,205,"pop, canadian pop, viral pop",Pop,Lover (Remix) [feat. Shawn Mendes],13/11/2019,03:41,45,60,43,0,42,0,0,-7,G Major,3
173,Lover - First Dance Remix,Taylor Swift,61,68,pop,Pop,Lover (First Dance Remix),26/11/2019,03:53,51,43,69,0,21,0,10,-8,G Major,4
174,Christmas Tree Farm,Taylor Swift,62,134,pop,Pop,Christmas Tree Farm,06/12/2019,03:48,60,68,6,0,44,0,30,-5,G Major,4
175,Christmas Tree Farm - Recorded Live at the 2019 iHeartRadio Jingle Ball,Taylor Swift,38,134,pop,Pop,Christmas Tree Farm (Recorded Live at the 2019 iHeartRadio Jingle Ball),19/12/2020,04:13,51,74,42,0,53,0,80,-6,C Major,4
176,Christmas Tree Farm (Old Timey Version),Taylor Swift,43,130,pop,Pop,Christmas Tree Farm (Old Timey Version),22/11/2021,03:52,49,49,40,0,53,0,40,-7,C Major,4
177,"Beautiful Ghosts - From The Motion Picture Soundtrack Cats""""",Taylor Swift,55,176,pop,Pop,Cats: Highlights From The Motion Picture Soundtrack,20/12/2019,04:21,38,22,85,0,22,0,10,-10,E Major,3
178,"Macavity - From The Motion Picture Soundtrack Cats""""",Taylor Swift,44,115,pop,Pop,Cats: Highlights From The Motion Picture Soundtrack,20/12/2019,05:11,52,43,12,0,15,10,10,-9,A#/Bâ™­ Major,3
179,Only The Young - Featured in Miss Americana,Taylor Swift,69,94,pop,Pop,Only The Young (Featured in Miss Americana),31/01/2020,02:37,56,78,0,0,60,0,0,-5,F Minor,4
180,ME! - Live From Paris,Taylor Swift,53,91,pop,Pop,ME! (Live From Paris),17/05/2020,03:33,55,94,4,0,55,0,90,-7,C Major,4
181,The Archer - Live From Paris,Taylor Swift,57,125,pop,Pop,The Archer (Live From Paris),17/05/2020,03:30,47,54,17,0,10,0,80,-9,C Major,4
182,Death By A Thousand Cuts - Live From Paris,Taylor Swift,65,92,pop,Pop,Death By A Thousand Cuts (Live From Paris),17/05/2020,03:19,58,66,71,0,60,0,90,-6,E Major,4
183,Cornelia Street - Live From Paris,Taylor Swift,69,97,pop,Pop,Cornelia Street (Live From Paris),18/05/2020,04:56,50,46,58,0,30,0,70,-8,B Major,4
184,The Man - Live From Paris,Taylor Swift,55,91,pop,Pop,The Man (Live From Paris),18/02/2020,03:39,34,86,67,0,71,0,90,-6,C Major,3
185,Daylight - Live From Paris,Taylor Swift,63,76,pop,Pop,Daylight (Live From Paris),17/05/2020,04:22,49,23,79,0,22,0,70,-11,C Major,4
186,You Need To Calm Down - Live From Paris,Taylor Swift,53,85,pop,Pop,You Need To Calm Down (Live From Paris),17/05/2020,03:23,60,83,6,0,74,0,80,-6,G Major,4
187,Lover - Live From Paris,Taylor Swift,56,69,pop,Pop,Lover (Live From Paris),17/05/2020,03:49,28,61,17,0,48,0,90,-7,G Major,4
188,the 1,Taylor Swift,82,140,pop,Pop,folklore,24/07/2020,03:30,78,36,76,0,17,0,10,-7,C Major,4
189,cardigan,Taylor Swift,92,130,pop,Pop,folklore,24/07/2020,03:59,61,58,54,0,55,0,20,-9,C Minor,4
190,the last great american dynasty,Taylor Swift,78,148,pop,Pop,folklore,24/07/2020,03:50,69,66,47,0,71,0,10,-9,G Major,4
191,exile (feat. Bon Iver),"Taylor Swift,Bon Iver",81,76,"pop, chamber pop, eau claire indie, indie folk, melancholia, modern rock","Pop, Folk/Acoustic, Rock",folklore,24/07/2020,04:45,30,38,78,0,15,0,10,-8,F#/Gâ™­ Major,4
192,my tears ricochet,Taylor Swift,81,130,pop,Pop,folklore,24/07/2020,04:15,46,26,81,0,11,0,0,-11,C Major,4
193,mirrorball,Taylor Swift,81,110,pop,Pop,folklore,24/07/2020,03:28,55,41,69,0,38,0,0,-10,D Major,4
194,seven,Taylor Swift,77,95,pop,Pop,folklore,24/07/2020,03:28,60,49,90,0,42,0,0,-11,E Major,4
195,august,Taylor Swift,91,90,pop,Pop,folklore,24/07/2020,04:21,53,62,54,0,40,0,0,-9,F Major,4
196,this is me trying,Taylor Swift,79,136,pop,Pop,folklore,24/07/2020,03:15,52,48,31,0,41,0,10,-10,A Major,4
197,illicit affairs,Taylor Swift,81,120,pop,Pop,folklore,24/07/2020,03:10,56,31,88,0,46,0,10,-10,A#/Bâ™­ Major,4
198,invisible string,Taylor Swift,79,83,pop,Pop,folklore,24/07/2020,04:12,65,45,84,0,45,0,10,-11,E Minor,4
199,mad woman,Taylor Swift,72,142,pop,Pop,folklore,24/07/2020,03:57,59,70,66,0,51,0,10,-9,D#/Eâ™­ Major,4
200,epiphany,Taylor Swift,71,94,pop,Pop,folklore,24/07/2020,04:49,35,27,73,0,11,0,0,-14,Câ™¯/Dâ™­ Major,4
201,betty,Taylor Swift,79,96,pop,Pop,folklore,24/07/2020,04:54,59,38,60,0,50,0,10,-9,C Major,4
202,peace,Taylor Swift,73,150,pop,Pop,folklore,24/07/2020,03:54,65,27,92,0,34,0,0,-13,F Major,4
203,hoax,Taylor Swift,72,119,pop,Pop,folklore,24/07/2020,03:40,66,18,97,0,43,0,10,-15,G#/Aâ™­ Major,4
204,the lakes - bonus track,Taylor Swift,74,180,pop,Pop,folklore (deluxe version),18/08/2020,03:31,31,26,84,0,27,0,0,-12,D Major,4
205,cardigan - cabin in candlelight version,Taylor Swift,65,130,pop,Pop,cardigan (cabin in candlelight version),30/07/2020,03:48,65,24,90,0,37,0,10,-8,C Minor,4
206,betty - Live from the 2020 Academy of Country Music Awards,Taylor Swift,50,89,pop,Pop,betty (Live from the 2020 Academy of Country Music Awards),18/09/2020,05:12,45,44,69,0,50,0,10,-5,G Major,4
207,the lakes - original version,Taylor Swift,66,90,pop,Pop,the lakes (original version),24/07/2021,03:47,20,41,72,0,25,0,20,-11,D Major,4
208,the 1 - the long pond studio sessions,Taylor Swift,61,140,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:39,71,25,90,3,16,0,10,-11,C Major,4
209,cardigan - the long pond studio sessions,Taylor Swift,63,86,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:50,40,23,88,0,25,0,10,-10,C Minor,3
210,the last great american dynasty - the long pond studio sessions,Taylor Swift,59,148,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:52,64,62,74,0,61,0,0,-12,G Major,4
211,exile (feat. Bon Iver) - the long pond studio sessions,"Taylor Swift,Bon Iver",60,152,"pop, chamber pop, eau claire indie, indie folk, melancholia, modern rock","Pop, Folk/Acoustic, Rock",folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,04:39,36,31,85,0,11,0,10,-10,F#/Gâ™­ Major,4
212,my tears ricochet - the long pond studio sessions,Taylor Swift,62,129,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,04:55,53,17,95,0,17,0,0,-12,C Major,4
213,mirrorball - the long pond studio sessions,Taylor Swift,60,110,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:57,51,39,78,0,11,0,10,-8,D Major,4
214,seven - the long pond studio sessions,Taylor Swift,58,95,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:28,69,45,91,0,36,0,10,-11,E Major,4
215,august - the long pond studio sessions,Taylor Swift,63,90,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,04:20,55,66,50,0,55,0,70,-9,F Major,4
216,this is me trying - the long pond studio sessions,Taylor Swift,61,68,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:29,44,33,93,0,16,0,0,-12,A Major,3
217,illicit affairs - the long pond studio sessions,Taylor Swift,60,118,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:03,49,24,88,0,44,0,10,-10,A#/Bâ™­ Major,4
218,invisible string - the long pond studio sessions,Taylor Swift,58,83,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,04:17,59,28,94,0,35,0,10,-11,G Major,4
219,mad woman - the long pond studio sessions,Taylor Swift,57,142,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:58,66,47,89,0,35,0,10,-10,D#/Eâ™­ Major,4
220,epiphany - the long pond studio sessions,Taylor Swift,56,94,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,04:34,52,20,92,0,11,0,0,-13,Câ™¯/Dâ™­ Major,4
221,betty - the long pond studio sessions,Taylor Swift,58,96,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,04:50,54,32,84,0,52,0,10,-10,A Minor,4
222,peace - the long pond studio sessions,Taylor Swift,57,150,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:34,62,34,93,0,51,0,0,-11,F Major,4
223,hoax - the long pond studio sessions,Taylor Swift,58,119,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:41,68,16,96,0,48,0,10,-13,G#/Aâ™­ Major,4
224,the lakes - the long pond studio sessions,Taylor Swift,59,90,pop,Pop,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],25/11/2020,03:19,61,22,79,0,11,0,0,-12,D Major,4
225,willow,Taylor Swift,82,81,pop,Pop,evermore,11/12/2020,03:34,39,57,83,0,53,10,10,-9,G Major,4
226,champagne problems,Taylor Swift,83,171,pop,Pop,evermore,11/12/2020,04:04,46,24,92,0,32,0,10,-12,C Major,4
227,gold rush,Taylor Swift,74,112,pop,Pop,evermore,11/12/2020,03:05,51,46,83,17,35,0,10,-10,A Major,4
228,â€˜tis the damn season,Taylor Swift,76,146,pop,Pop,evermore,11/12/2020,03:49,57,43,74,0,35,0,10,-8,F Major,4
229,tolerate it,Taylor Swift,78,75,pop,Pop,evermore,11/12/2020,04:05,32,36,88,0,22,0,0,-10,A Major,5
230,"no body, no crime (feat. HAIM)","Taylor Swift,HAIM",75,79,"pop, indietronica, metropopolis","Pop, Electronic",evermore,11/12/2020,03:35,55,61,42,0,54,0,10,-8,G Minor,4
231,happiness,Taylor Swift,70,122,pop,Pop,evermore,11/12/2020,05:15,56,33,87,0,21,0,10,-11,B Major,4
232,dorothea,Taylor Swift,69,120,pop,Pop,evermore,11/12/2020,03:45,61,49,70,0,35,0,10,-8,E Major,4
233,coney island (feat. The National),"Taylor Swift,The National",69,108,"pop, chamber pop, indie folk, indie rock, indietronica, modern rock, stomp and holler","Pop, Folk/Acoustic, Rock",evermore,11/12/2020,04:35,54,54,82,0,29,0,10,-11,G#/Aâ™­ Major,4
234,ivy,Taylor Swift,73,89,pop,Pop,evermore,11/12/2020,04:20,52,55,86,0,54,0,0,-9,D Major,4
235,cowboy like me,Taylor Swift,72,128,pop,Pop,evermore,11/12/2020,04:35,60,52,77,0,51,0,10,-9,C Major,4
236,long story short,Taylor Swift,69,158,pop,Pop,evermore,11/12/2020,03:35,55,73,66,18,57,0,10,-8,C Major,4
237,marjorie,Taylor Swift,75,96,pop,Pop,evermore,11/12/2020,04:17,54,56,88,0,29,0,10,-12,F Major,4
238,closure,Taylor Swift,67,152,pop,Pop,evermore,11/12/2020,03:00,69,70,84,0,92,20,10,-11,A Major,5
239,evermore (feat. Bon Iver),"Taylor Swift,Bon Iver",70,125,"pop, chamber pop, eau claire indie, indie folk, melancholia, modern rock","Pop, Folk/Acoustic, Rock",evermore,11/12/2020,05:04,39,27,94,0,32,0,10,-11,Câ™¯/Dâ™­ Major,5
240,right where you left me - bonus track,Taylor Swift,48,138,pop,Pop,evermore (deluxe version),07/01/2021,04:05,58,62,77,0,65,0,10,-7,A#/Bâ™­ Major,4
241,itâ€™s time to go - bonus track,Taylor Swift,44,152,pop,Pop,evermore (deluxe version),07/01/2021,04:14,59,41,80,0,42,0,0,-12,C Major,4
242,willow - dancing witch version (Elvira remix),"Taylor Swift,ELVIRA",44,84,"pop, ",Pop,willow (the witch collection),16/12/2020,03:04,43,57,46,0,68,20,50,-10,E Minor,4
243,willow - lonely witch version,Taylor Swift,46,84,pop,Pop,willow (the witch collection),16/12/2020,03:34,63,38,89,0,56,0,10,-9,E Minor,4
244,willow - moonlit witch version,Taylor Swift,44,79,pop,Pop,willow (the witch collection),16/12/2020,03:28,34,64,42,0,54,20,10,-9,G Major,4
245,willow - 90's trend remix,Taylor Swift,54,168,pop,Pop,willow (90's trend remix),14/06/2021,03:45,60,60,31,0,38,0,0,-9,G Major,4
246,Gasoline (feat. Taylor Swift),"HAIM,Taylor Swift",63,133,"indietronica, metropopolis, pop","Pop, Electronic",Women In Music Pt. III,19/02/2021,03:13,66,72,8,0,60,0,10,-4,Câ™¯/Dâ™­ Minor,4
247,Renegade (feat. Taylor Swift),"Big Red Machine,Taylor Swift",6,168,"eau claire indie, folktronica, pop","Folk/Acoustic, Pop",Renegade (feat. Taylor Swift),02/07/2021,04:14,53,71,44,2,59,0,10,-8,C Major,4
248,Birch,"Big Red Machine,Taylor Swift",55,92,"eau claire indie, folktronica, pop","Folk/Acoustic, Pop",How Long Do You Think It's Gonna Last?,27/08/2021,05:30,64,64,89,14,26,0,10,-14,G#/Aâ™­ Major,4
249,The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran,Taylor Swift",71,134,"pop, singer-songwriter pop, uk pop",Pop,The Joker And The Queen (feat. Taylor Swift),11/02/2022,03:05,53,31,92,0,31,0,20,-7,C Major,4
250,Carolina - From The Motion Picture â€œWhere The Crawdads Singâ€,Taylor Swift,69,116,pop,Pop,Carolina (From The Motion Picture â€œWhere The Crawdads Singâ€),24/06/2022,04:24,48,19,90,0,32,0,20,-14,B Minor,4
251,Lavender Haze,Taylor Swift,87,97,pop,Pop,Midnights,21/10/2022,03:22,73,44,26,0,10,0,10,-10,A#/Bâ™­ Major,4
252,Maroon,Taylor Swift,82,108,pop,Pop,Midnights,21/10/2022,03:38,64,40,6,0,4,0,10,-8,G Major,4
253,Anti-Hero,Taylor Swift,94,97,pop,Pop,Midnights,21/10/2022,03:20,64,64,13,0,53,0,10,-7,E Major,4
254,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift,Lana Del Rey",80,110,"pop, art pop",Pop,Midnights,21/10/2022,04:16,66,32,69,0,19,0,10,-13,A Major,4
255,"You're On Your Own, Kid",Taylor Swift,85,120,pop,Pop,Midnights,21/10/2022,03:14,70,40,40,0,38,0,10,-10,D Major,4
256,Midnight Rain,Taylor Swift,86,140,pop,Pop,Midnights,21/10/2022,02:54,64,36,69,0,23,0,10,-12,C Major,4
257,Question...?,Taylor Swift,77,109,pop,Pop,Midnights,21/10/2022,03:30,75,50,20,0,11,10,30,-9,G Major,4
258,Vigilante Shit,Taylor Swift,81,80,pop,Pop,Midnights,21/10/2022,02:44,80,28,17,0,16,30,10,-11,E Minor,4
259,Bejeweled,Taylor Swift,85,164,pop,Pop,Midnights,21/10/2022,03:14,70,56,6,0,43,0,0,-9,G Major,4
260,Labyrinth,Taylor Swift,76,110,pop,Pop,Midnights,21/10/2022,04:07,41,31,79,49,12,0,10,-15,C Major,4
261,Karma,Taylor Swift,90,90,pop,Pop,Midnights,21/10/2022,03:24,64,62,7,0,10,0,40,-7,G#/Aâ™­ Major,4
262,Sweet Nothing,Taylor Swift,77,177,pop,Pop,Midnights,21/10/2022,03:08,34,16,96,0,39,0,10,-15,C Major,4
263,Mastermind,Taylor Swift,79,126,pop,Pop,Midnights,21/10/2022,03:11,66,36,55,0,12,10,0,-14,E Major,4
264,The Great War,Taylor Swift,80,96,pop,Pop,Midnights (3am Edition),22/10/2022,04:00,57,74,22,0,55,0,0,-9,F Major,4
265,Bigger Than The Whole Sky,Taylor Swift,74,166,pop,Pop,Midnights (3am Edition),22/10/2022,03:38,42,24,83,1,7,0,10,-12,F#/Gâ™­ Major,4
266,Paris,Taylor Swift,75,111,pop,Pop,Midnights (3am Edition),22/10/2022,03:16,70,51,11,0,35,0,10,-11,G Major,4
267,High Infidelity,Taylor Swift,74,88,pop,Pop,Midnights (3am Edition),22/10/2022,03:51,65,53,72,0,76,0,0,-10,A#/Bâ™­ Major,4
268,Glitch,Taylor Swift,72,141,pop,Pop,Midnights (3am Edition),22/10/2022,02:28,68,47,36,0,35,20,10,-10,B Minor,4
269,"Would've, Could've, Should've",Taylor Swift,78,158,pop,Pop,Midnights (3am Edition),22/10/2022,04:20,48,84,43,0,55,10,10,-7,G Major,4
270,Dear Reader,Taylor Swift,72,108,pop,Pop,Midnights (3am Edition),22/10/2022,03:45,56,39,48,0,16,0,10,-12,C Major,4
271,Anti-Hero (feat. Bleachers),"Taylor Swift,Bleachers",37,97,"pop, indie pop, modern rock, pov: indie","Pop, Rock",Anti-Hero (Remixes),11/11/2022,03:48,63,82,1,0,51,0,10,-8,Câ™¯/Dâ™­ Minor,4
272,Anti-Hero - Roosevelt Remix,"Taylor Swift,Roosevelt",41,111,"pop, indie emo, nu disco, shiver pop","Rock, R&B, Pop",Anti-Hero (Remixes),11/11/2022,04:59,72,74,32,0,83,0,10,-7,E Major,4
273,Anti-Hero - Kungs Remix,"Taylor Swift,Kungs",50,116,"pop, edm, pop dance","Electronic, Pop",Anti-Hero (Remixes),11/11/2022,03:14,72,92,2,0,71,0,30,-5,B Major,4
274,Anti-Hero - Jayda G Remix,"Taylor Swift,Jayda G",55,120,"pop, canadian electronic","Electronic, Pop",Anti-Hero (Remixes),11/11/2022,03:35,79,78,7,0,76,0,0,-7,Câ™¯/Dâ™­ Minor,4
275,Anti-Hero - ILLENIUM Remix,"Taylor Swift,ILLENIUM",61,97,"pop, edm, melodic dubstep, pop dance","Electronic, Pop",Anti-Hero (ILLENIUM Remix),18/11/2022,04:27,60,72,17,0,39,0,20,-5,Câ™¯/Dâ™­ Minor,4
276,Anti-Hero - Acoustic Version,Taylor Swift,65,97,pop,Pop,Anti-Hero (Acoustic Version),25/11/2022,03:16,62,33,60,0,40,0,20,-10,E Major,4
277,Lavender Haze - Tensnake Remix,"Taylor Swift,Tensnake",52,109,"pop, deep house, german house, hamburg electronic, house, nu disco","Electronic, R&B, Pop",Lavender Haze (Remixes),03/03/2023,03:34,77,78,18,1,80,0,10,-7,G Minor,4
278,Lavender Haze - Snakehips Remix,"Taylor Swift,Snakehips",61,110,"pop, electropop, uk dance","Pop, Electronic",Lavender Haze (Remixes),03/03/2023,03:07,68,80,6,0,48,10,30,-5,A#/Bâ™­ Major,4
279,Lavender Haze - Jungle Remix,"Taylor Swift,Jungle",52,124,"pop, indie soul, indietronica, uk contemporary r&b","R&B, Pop",Lavender Haze (Remixes),03/03/2023,03:55,65,71,31,10,33,0,20,-9,Câ™¯/Dâ™­ Major,4
280,Lavender Haze - Felix Jaehn Remix,"Taylor Swift,Felix Jaehn",54,120,"pop, edm, german dance, pop dance, tropical house","Electronic, Pop",Lavender Haze (Remixes),03/03/2023,02:51,78,72,3,0,63,20,30,-7,A#/Bâ™­ Major,4
281,Lavender Haze - Acoustic Version,Taylor Swift,66,97,pop,Pop,Lavender Haze (Acoustic Version),31/03/2023,02:54,72,55,77,0,71,0,0,-11,G Minor,4
282,The Alcott (feat. Taylor Swift),"The National,Taylor Swift",73,156,"chamber pop, indie folk, indie rock, indietronica, modern rock, stomp and holler, pop","Pop, Folk/Acoustic, Rock",First Two Pages of Frankenstein,28/04/2023,04:27,37,46,81,0,45,0,10,-11,C Major,3
283,Hits Different,Taylor Swift,85,106,pop,Pop,Midnights (The Til Dawn Edition),26/05/2023,03:54,67,78,15,0,24,0,30,-6,F Major,4
284,Snow On The Beach (feat. More Lana Del Rey),"Taylor Swift,Lana Del Rey",84,110,"pop, art pop",Pop,Midnights (The Til Dawn Edition),26/05/2023,03:49,66,40,81,0,32,0,10,-11,F#/Gâ™­ Minor,4
285,Karma (feat. Ice Spice),"Taylor Swift,Ice Spice",80,90,"pop, bronx drill",Pop,Midnights (The Til Dawn Edition),26/05/2023,03:21,62,62,6,0,7,0,50,-7,G#/Aâ™­ Major,4
